epoch,lr-AdamW,step,test/hr@10,test/hr@100,test/hr@200,test/hr@50,test/mrr,test/ndcg@10,test/ndcg@100,test/ndcg@200,test/ndcg@50,train/loss_epoch,train/loss_step,val/hr@10,val/hr@100,val/hr@200,val/hr@50,val/mrr,val/ndcg@10,val/ndcg@100,val/ndcg@200,val/ndcg@50
,0.00038189850585339675,5449,,,,,,,,,,,,,,,,,,,,
71,,5449,,,,,,,,,,,0.5190896391868591,,,,,,,,,
71,,5471,,,,,,,,,,,,0.18377482891082764,0.570364236831665,0.6779801249504089,0.43956953287124634,0.08434011787176132,0.09654182195663452,0.17321203649044037,0.1882248967885971,0.1518789827823639
71,,5471,,,,,,,,,,0.47728222608566284,,,,,,,,,,
,0.000412246249280066,5499,,,,,,,,,,,,,,,,,,,,
72,,5499,,,,,,,,,,,0.5092630982398987,,,,,,,,,
72,,5547,,,,,,,,,,0.4767221510410309,,,,,,,,,,
,0.00044296004938566884,5549,,,,,,,,,,,,,,,,,,,,
73,,5549,,,,,,,,,,,0.42491114139556885,,,,,,,,,
,0.00044296004938566884,5599,,,,,,,,,,,,,,,,,,,,
73,,5599,,,,,,,,,,,0.45162224769592285,,,,,,,,,
73,,5623,,,,,,,,,,,,0.18377482891082764,0.5720198750495911,0.6862582564353943,0.4420529901981354,0.08598097413778305,0.0978669673204422,0.17448648810386658,0.19040702283382416,0.15340042114257812
73,,5623,,,,,,,,,,0.47767385840415955,,,,,,,,,,
,0.0004739186928329896,5649,,,,,,,,,,,,,,,,,,,,
74,,5649,,,,,,,,,,,0.5110799670219421,,,,,,,,,
,0.0004739186928329896,5699,,,,,,,,,,,,,,,,,,,,
74,,5699,,,,,,,,,,,0.44337180256843567,,,,,,,,,
74,,5699,,,,,,,,,,0.47787803411483765,,,,,,,,,,
,0.0005049999999999995,5749,,,,,,,,,,,,,,,,,,,,
75,,5749,,,,,,,,,,,0.5036025047302246,,,,,,,,,
75,,5775,,,,,,,,,,,,0.18543046712875366,0.5711920261383057,0.6887417435646057,0.4329470098018646,0.08840078115463257,0.10031801462173462,0.1762194037437439,0.19257602095603943,0.15378521382808685
75,,5775,,,,,,,,,,0.47763460874557495,,,,,,,,,,
,0.0005360813071670094,5799,,,,,,,,,,,,,,,,,,,,
76,,5799,,,,,,,,,,,0.41885906457901,,,,,,,,,
,0.0005360813071670094,5849,,,,,,,,,,,,,,,,,,,,
76,,5849,,,,,,,,,,,0.4864059090614319,,,,,,,,,
76,,5851,,,,,,,,,,0.4775080382823944,,,,,,,,,,
,0.0005670399506143302,5899,,,,,,,,,,,,,,,,,,,,
77,,5899,,,,,,,,,,,0.5196541547775269,,,,,,,,,
77,,5927,,,,,,,,,,,,0.18377482891082764,0.570364236831665,0.6862582564353943,0.430463582277298,0.0857943668961525,0.09754104167222977,0.17418400943279266,0.19031499326229095,0.151381716132164
77,,5927,,,,,,,,,,0.47781655192375183,,,,,,,,,,
,0.0005977537507199331,5949,,,,,,,,,,,,,,,,,,,,
78,,5949,,,,,,,,,,,0.48479145765304565,,,,,,,,,
,0.0005977537507199331,5999,,,,,,,,,,,,,,,,,,,,
78,,5999,,,,,,,,,,,0.49934643507003784,,,,,,,,,
78,,6003,,,,,,,,,,0.4779430031776428,,,,,,,,,,
,0.0006281014941466026,6049,,,,,,,,,,,,,,,,,,,,
79,,6049,,,,,,,,,,,0.46434485912323,,,,,,,,,
79,,6079,,,,,,,,,,,,0.1937086135149002,0.567052960395813,0.6837748289108276,0.44039735198020935,0.0852108895778656,0.09964919090270996,0.173463374376297,0.18980960547924042,0.15288516879081726
79,,6079,,,,,,,,,,0.47814351320266724,,,,,,,,,,
,0.0006579634122155983,6099,,,,,,,,,,,,,,,,,,,,
80,,6099,,,,,,,,,,,0.4895276427268982,,,,,,,,,
,0.0006579634122155983,6149,,,,,,,,,,,,,,,,,,,,
80,,6149,,,,,,,,,,,0.4828924536705017,,,,,,,,,
80,,6155,,,,,,,,,,0.4779287576675415,,,,,,,,,,
,0.0006872216535789147,6199,,,,,,,,,,,,,,,,,,,,
81,,6199,,,,,,,,,,,0.45991790294647217,,,,,,,,,
81,,6231,,,,,,,,,,,,0.17798013985157013,0.5736755132675171,0.6771523356437683,0.443708598613739,0.08669096976518631,0.09669123589992523,0.175282821059227,0.18976347148418427,0.1542293131351471
81,,6231,,,,,,,,,,0.4778591990470886,,,,,,,,,,
,0.00071576074932471,6249,,,,,,,,,,,,,,,,,,,,
82,,6249,,,,,,,,,,,0.5003578662872314,,,,,,,,,
,0.00071576074932471,6299,,,,,,,,,,,,,,,,,,,,
82,,6299,,,,,,,,,,,0.5054307579994202,,,,,,,,,
82,,6307,,,,,,,,,,0.47819003462791443,,,,,,,,,,
,0.0007434680686803487,6349,,,,,,,,,,,,,,,,,,,,
83,,6349,,,,,,,,,,,0.4933253526687622,,,,,,,,,
83,,6383,,,,,,,,,,,,0.18956953287124634,0.5753311514854431,0.6862582564353943,0.44039735198020935,0.08537723124027252,0.09871677309274673,0.1747509390115738,0.19025443494319916,0.15279148519039154
83,,6383,,,,,,,,,,0.47736626863479614,,,,,,,,,,
,0.0007702342635146029,6399,,,,,,,,,,,,,,,,,,,,
84,,6399,,,,,,,,,,,0.43515631556510925,,,,,,,,,
,0.0007702342635146029,6449,,,,,,,,,,,,,,,,,,,,
84,,6449,,,,,,,,,,,0.4480738937854767,,,,,,,,,
84,,6459,,,,,,,,,,0.4758491814136505,,,,,,,,,,
,0.0007959536998847737,6499,,,,,,,,,,,,,,,,,,,,
85,,6499,,,,,,,,,,,0.47924479842185974,,,,,,,,,
85,,6535,,,,,,,,,,,,0.18294702470302582,0.568708598613739,0.6763244867324829,0.44122517108917236,0.08763926476240158,0.09887006133794785,0.17581528425216675,0.19092729687690735,0.15511079132556915
85,,6535,,,,,,,,,,0.47691288590431213,,,,,,,,,,
,0.0008205248749256007,6549,,,,,,,,,,,,,,,,,,,,
86,,6549,,,,,,,,,,,0.4570702016353607,,,,,,,,,
,0.0008205248749256007,6599,,,,,,,,,,,,,,,,,,,,
86,,6599,,,,,,,,,,,0.4721932113170624,,,,,,,,,
86,,6611,,,,,,,,,,0.475720077753067,,,,,,,,,,
,0.0008438508174347,6649,,,,,,,,,,,,,,,,,,,,
87,,6649,,,,,,,,,,,0.4935157895088196,,,,,,,,,
87,,6687,,,,,,,,,,,,0.18046358227729797,0.5778145790100098,0.6804635524749756,0.45281457901000977,0.08830223232507706,0.09826018661260605,0.1774831861257553,0.19189278781414032,0.15710066258907318
87,,6687,,,,,,,,,,0.47554126381874084,,,,,,,,,,
,0.0008658394705735981,6699,,,,,,,,,,,,,,,,,,,,
88,,6699,,,,,,,,,,,0.4869994521141052,,,,,,,,,
,0.0008658394705735981,6749,,,,,,,,,,,,,,,,,,,,
88,,6749,,,,,,,,,,,0.4501070976257324,,,,,,,,,
88,,6763,,,,,,,,,,0.47506439685821533,,,,,,,,,,
,0.0008864040551740152,6799,,,,,,,,,,,,,,,,,,,,
89,,6799,,,,,,,,,,,0.48162102699279785,,,,,,,,,
89,,6839,,,,,,,,,,,,0.1870860904455185,0.5794702172279358,0.6854304671287537,0.443708598613739,0.0847543329000473,0.09746582806110382,0.17533065378665924,0.1901399940252304,0.15321314334869385
89,,6839,,,,,,,,,,0.47464680671691895,,,,,,,,,,
,0.0009054634122155985,6849,,,,,,,,,,,,,,,,,,,,
90,,6849,,,,,,,,,,,0.48995673656463623,,,,,,,,,
,0.0009054634122155985,6899,,,,,,,,,,,,,,,,,,,,
90,,6899,,,,,,,,,,,0.47171008586883545,,,,,,,,,
90,,6915,,,,,,,,,,0.47377848625183105,,,,,,,,,,
,0.0009229423231234969,6949,,,,,,,,,,,,,,,,,,,,
91,,6949,,,,,,,,,,,0.48632052540779114,,,,,,,,,
91,,6991,,,,,,,,,,,,0.18294702470302582,0.5728476643562317,0.6788079738616943,0.4495033025741577,0.08621122688055038,0.09752757102251053,0.17513613402843475,0.19004277884960175,0.15506765246391296
91,,6991,,,,,,,,,,0.47383591532707214,,,,,,,,,,
,0.0009387718066217117,6999,,,,,,,,,,,,,,,,,,,,
92,,6999,,,,,,,,,,,0.4478081464767456,,,,,,,,,
,0.0009387718066217117,7049,,,,,,,,,,,,,,,,,,,,
92,,7049,,,,,,,,,,,0.5573397874832153,,,,,,,,,
92,,7067,,,,,,,,,,0.4723969101905823,,,,,,,,,,
,0.000952889390970679,7099,,,,,,,,,,,,,,,,,,,,
93,,7099,,,,,,,,,,,0.4458578824996948,,,,,,,,,
93,,7143,,,,,,,,,,,,0.18625827133655548,0.5836092829704285,0.6870861053466797,0.4486754834651947,0.08751397579908371,0.09931965172290802,0.17820300161838531,0.19262194633483887,0.15623746812343597
93,,7143,,,,,,,,,,0.4726236164569855,,,,,,,,,,
,0.0009652393605146838,7149,,,,,,,,,,,,,,,,,,,,
94,,7149,,,,,,,,,,,0.4925213158130646,,,,,,,,,
,0.0009652393605146838,7199,,,,,,,,,,,,,,,,,,,,
94,,7199,,,,,,,,,,,0.48235341906547546,,,,,,,,,
94,,7219,,,,,,,,,,0.4721601903438568,,,,,,,,,,
,0.0009757729755661003,7249,,,,,,,,,,,,,,,,,,,,
95,,7249,,,,,,,,,,,0.45641905069351196,,,,,,,,,
95,,7295,,,,,,,,,,,,0.19039735198020935,0.5736755132675171,0.6895695328712463,0.44701987504959106,0.09435787796974182,0.10562393069267273,0.1819520890712738,0.19816404581069946,0.1613655686378479
95,,7295,,,,,,,,,,0.47079989314079285,,,,,,,,,,
,0.0009844486647586715,7299,,,,,,,,,,,,,,,,,,,,
96,,7299,,,,,,,,,,,0.4894643723964691,,,,,,,,,
,0.0009844486647586715,7349,,,,,,,,,,,,,,,,,,,,
96,,7349,,,,,,,,,,,0.4627968966960907,,,,,,,,,
96,,7371,,,,,,,,,,0.4697810411453247,,,,,,,,,,
,0.0009912321891107,7399,,,,,,,,,,,,,,,,,,,,
97,,7399,,,,,,,,,,,0.4673067331314087,,,,,,,,,
97,,7447,,,,,,,,,,,,0.1821192055940628,0.5910596251487732,0.6887417435646057,0.45198675990104675,0.0905013456940651,0.10002092272043228,0.18195411562919617,0.19562938809394836,0.15940874814987183
97,,7447,,,,,,,,,,0.470234751701355,,,,,,,,,,
,0.0009960967771506656,7449,,,,,,,,,,,,,,,,,,,,
98,,7449,,,,,,,,,,,0.44378384947776794,,,,,,,,,
,0.0009960967771506656,7499,,,,,,,,,,,,,,,,,,,,
98,,7499,,,,,,,,,,,0.4752335846424103,,,,,,,,,
98,,7523,,,,,,,,,,0.4692290723323822,,,,,,,,,,
,0.0009990232305719935,7549,,,,,,,,,,,,,,,,,,,,
99,,7549,,,,,,,,,,,0.4480203688144684,,,,,,,,,
,0.0009990232305719935,7599,,,,,,,,,,,,,,,,,,,,
99,,7599,,,,,,,,,,,0.4777997136116028,,,,,,,,,
99,,7599,,,,,,,,,,,,0.18294702470302582,0.5894039869308472,0.6895695328712463,0.4478476941585541,0.09099385142326355,0.10061182081699371,0.18198667466640472,0.19594669342041016,0.15891359746456146
99,,7599,,,,,,,,,,0.4684995412826538,,,,,,,,,,
,0.0009999999999999992,7649,,,,,,,,,,,,,,,,,,,,
100,,7649,,,,,,,,,,,0.4936443269252777,,,,,,,,,
100,,7675,,,,,,,,,,0.46797797083854675,,,,,,,,,,
,0.0009990232305719935,7699,,,,,,,,,,,,,,,,,,,,
101,,7699,,,,,,,,,,,0.45024824142456055,,,,,,,,,
,0.0009990232305719935,7749,,,,,,,,,,,,,,,,,,,,
101,,7749,,,,,,,,,,,0.4827137291431427,,,,,,,,,
101,,7751,,,,,,,,,,,,0.18543046712875366,0.5852649211883545,0.6879138946533203,0.4602648913860321,0.08608024567365646,0.09752995520830154,0.17744885385036469,0.19187626242637634,0.15710879862308502
101,,7751,,,,,,,,,,0.4666762053966522,,,,,,,,,,
,0.0009960967771506656,7799,,,,,,,,,,,,,,,,,,,,
102,,7799,,,,,,,,,,,0.5173639059066772,,,,,,,,,
102,,7827,,,,,,,,,,0.46655896306037903,,,,,,,,,,
,0.0009912321891106998,7849,,,,,,,,,,,,,,,,,,,,
103,,7849,,,,,,,,,,,0.4625741243362427,,,,,,,,,
,0.0009912321891106998,7899,,,,,,,,,,,,,,,,,,,,
103,,7899,,,,,,,,,,,0.4763956665992737,,,,,,,,,
103,,7903,,,,,,,,,,,,0.19039735198020935,0.5844370722770691,0.690397322177887,0.44536423683166504,0.08507810533046722,0.0983477234840393,0.1763683259487152,0.1911521852016449,0.153665229678154
103,,7903,,,,,,,,,,0.4660467207431793,,,,,,,,,,
,0.0009844486647586713,7949,,,,,,,,,,,,,,,,,,,,
104,,7949,,,,,,,,,,,0.4535961449146271,,,,,,,,,
104,,7979,,,,,,,,,,0.46488291025161743,,,,,,,,,,
,0.0009757729755661,7999,,,,,,,,,,,,,,,,,,,,
105,,7999,,,,,,,,,,,0.4749184548854828,,,,,,,,,
,0.0009757729755661,8049,,,,,,,,,,,,,,,,,,,,
105,,8049,,,,,,,,,,,0.4783047139644623,,,,,,,,,
105,,8055,,,,,,,,,,,,0.1763245016336441,0.5844370722770691,0.6945364475250244,0.45695364475250244,0.08392555266618729,0.0938345342874527,0.17541095614433289,0.19080667197704315,0.15466810762882233
105,,8055,,,,,,,,,,0.4648333787918091,,,,,,,,,,
,0.0009652393605146834,8099,,,,,,,,,,,,,,,,,,,,
106,,8099,,,,,,,,,,,0.47752225399017334,,,,,,,,,
106,,8131,,,,,,,,,,0.4632853865623474,,,,,,,,,,
,0.0009528893909706787,8149,,,,,,,,,,,,,,,,,,,,
107,,8149,,,,,,,,,,,0.5085986852645874,,,,,,,,,
,0.0009528893909706787,8199,,,,,,,,,,,,,,,,,,,,
107,,8199,,,,,,,,,,,0.4849171042442322,,,,,,,,,
107,,8207,,,,,,,,,,,,0.19039735198020935,0.5918874144554138,0.6970198750495911,0.4610927104949951,0.08443398028612137,0.0977330282330513,0.17753848433494568,0.19228465855121613,0.15628942847251892
107,,8207,,,,,,,,,,0.4631292521953583,,,,,,,,,,
,0.0009387718066217116,8249,,,,,,,,,,,,,,,,,,,,
108,,8249,,,,,,,,,,,0.4623848795890808,,,,,,,,,
108,,8283,,,,,,,,,,0.4626210331916809,,,,,,,,,,
,0.0009229423231234967,8299,,,,,,,,,,,,,,,,,,,,
109,,8299,,,,,,,,,,,0.4834606349468231,,,,,,,,,
,0.0009229423231234967,8349,,,,,,,,,,,,,,,,,,,,
109,,8349,,,,,,,,,,,0.4463554620742798,,,,,,,,,
109,,8359,,,,,,,,,,,,0.1928807944059372,0.5852649211883545,0.6928808093070984,0.46192052960395813,0.08947301656007767,0.10231830179691315,0.18056775629520416,0.19566430151462555,0.1605605036020279
109,,8359,,,,,,,,,,0.46154844760894775,,,,,,,,,,
,0.0009054634122155979,8399,,,,,,,,,,,,,,,,,,,,
110,,8399,,,,,,,,,,,0.4881601333618164,,,,,,,,,
110,,8435,,,,,,,,,,0.4607783854007721,,,,,,,,,,
,0.0008864040551740146,8449,,,,,,,,,,,,,,,,,,,,
111,,8449,,,,,,,,,,,0.44237107038497925,,,,,,,,,
,0.0008864040551740146,8499,,,,,,,,,,,,,,,,,,,,
111,,8499,,,,,,,,,,,0.4421517550945282,,,,,,,,,
111,,8511,,,,,,,,,,,,0.1870860904455185,0.5927152037620544,0.6928808093070984,0.45115894079208374,0.08479215949773788,0.09731942415237427,0.17720530927181244,0.1911790668964386,0.15428782999515533
111,,8511,,,,,,,,,,0.4605811834335327,,,,,,,,,,
,0.0008658394705735977,8549,,,,,,,,,,,,,,,,,,,,
112,,8549,,,,,,,,,,,0.45320674777030945,,,,,,,,,
112,,8587,,,,,,,,,,0.46002620458602905,,,,,,,,,,
,0.0008438508174347002,8599,,,,,,,,,,,,,,,,,,,,
113,,8599,,,,,,,,,,,0.4435037672519684,,,,,,,,,
,0.0008438508174347002,8649,,,,,,,,,,,,,,,,,,,,
113,,8649,,,,,,,,,,,0.4891933500766754,,,,,,,,,
113,,8663,,,,,,,,,,,,0.1928807944059372,0.5852649211883545,0.6912251710891724,0.45860928297042847,0.08252988010644913,0.09690741449594498,0.17497693002223969,0.18985076248645782,0.15439344942569733
113,,8663,,,,,,,,,,0.45850270986557007,,,,,,,,,,
,0.0008205248749256007,8699,,,,,,,,,,,,,,,,,,,,
114,,8699,,,,,,,,,,,0.4235121011734009,,,,,,,,,
114,,8739,,,,,,,,,,0.4580288231372833,,,,,,,,,,
,0.0007959536998847731,8749,,,,,,,,,,,,,,,,,,,,
115,,8749,,,,,,,,,,,0.4650810956954956,,,,,,,,,
,0.0007959536998847731,8799,,,,,,,,,,,,,,,,,,,,
115,,8799,,,,,,,,,,,0.4730425179004669,,,,,,,,,
115,,8815,,,,,,,,,,,,0.18625827133655548,0.5819536447525024,0.695364236831665,0.45281457901000977,0.08902008086442947,0.09995782375335693,0.17947959899902344,0.19538584351539612,0.1584208756685257
115,,8815,,,,,,,,,,0.45675912499427795,,,,,,,,,,
,0.0007702342635146026,8849,,,,,,,,,,,,,,,,,,,,
116,,8849,,,,,,,,,,,0.46223577857017517,,,,,,,,,
116,,8891,,,,,,,,,,0.4566260874271393,,,,,,,,,,
,0.0007434680686803485,8899,,,,,,,,,,,,,,,,,,,,
117,,8899,,,,,,,,,,,0.46955034136772156,,,,,,,,,
,0.0007434680686803485,8949,,,,,,,,,,,,,,,,,,,,
117,,8949,,,,,,,,,,,0.4372016489505768,,,,,,,,,
117,,8967,,,,,,,,,,,,0.19784767925739288,0.5894039869308472,0.7003311514854431,0.45612582564353943,0.08670374751091003,0.10143470019102097,0.1788770705461502,0.19437016546726227,0.15731291472911835
117,,8967,,,,,,,,,,0.45562487840652466,,,,,,,,,,
,0.0007157607493247105,8999,,,,,,,,,,,,,,,,,,,,
118,,8999,,,,,,,,,,,0.4299606680870056,,,,,,,,,
118,,9043,,,,,,,,,,0.45501402020454407,,,,,,,,,,
,0.0006872216535789154,9049,,,,,,,,,,,,,,,,,,,,
119,,9049,,,,,,,,,,,0.4261159896850586,,,,,,,,,
,0.0006872216535789154,9099,,,,,,,,,,,,,,,,,,,,
119,,9099,,,,,,,,,,,0.44024577736854553,,,,,,,,,
119,,9119,,,,,,,,,,,,0.18460264801979065,0.5836092829704285,0.693708598613739,0.45281457901000977,0.08654212206602097,0.09784898906946182,0.17783932387828827,0.19333457946777344,0.15653175115585327
119,,9119,,,,,,,,,,0.454458624124527,,,,,,,,,,
,0.0006579634122155989,9149,,,,,,,,,,,,,,,,,,,,
120,,9149,,,,,,,,,,,0.4603293240070343,,,,,,,,,
120,,9195,,,,,,,,,,0.4533175528049469,,,,,,,,,,
,0.0006281014941466024,9199,,,,,,,,,,,,,,,,,,,,
121,,9199,,,,,,,,,,,0.4280834496021271,,,,,,,,,
,0.0006281014941466024,9249,,,,,,,,,,,,,,,,,,,,
121,,9249,,,,,,,,,,,0.4608410894870758,,,,,,,,,
121,,9271,,,,,,,,,,,,0.18956953287124634,0.5960264801979065,0.6945364475250244,0.4652317762374878,0.08849150687456131,0.10035382211208344,0.1814870536327362,0.19532690942287445,0.16029345989227295
121,,9271,,,,,,,,,,0.45296892523765564,,,,,,,,,,
,0.0005977537507199332,9299,,,,,,,,,,,,,,,,,,,,
122,,9299,,,,,,,,,,,0.43161576986312866,,,,,,,,,
122,,9347,,,,,,,,,,0.45244938135147095,,,,,,,,,,
,0.0005670399506143303,9349,,,,,,,,,,,,,,,,,,,,
123,,9349,,,,,,,,,,,0.4323483109474182,,,,,,,,,
,0.0005670399506143303,9399,,,,,,,,,,,,,,,,,,,,
123,,9399,,,,,,,,,,,0.44235897064208984,,,,,,,,,
123,,9423,,,,,,,,,,,,0.19039735198020935,0.5902317762374878,0.6895695328712463,0.46357616782188416,0.09117041528224945,0.10300399363040924,0.18249565362930298,0.19648553431034088,0.1620832085609436
123,,9423,,,,,,,,,,0.4511845111846924,,,,,,,,,,
,0.00053608130716701,9449,,,,,,,,,,,,,,,,,,,,
124,,9449,,,,,,,,,,,0.4172515571117401,,,,,,,,,
,0.00053608130716701,9499,,,,,,,,,,,,,,,,,,,,
124,,9499,,,,,,,,,,,0.4211040437221527,,,,,,,,,
124,,9499,,,,,,,,,,0.45075371861457825,,,,,,,,,,
,0.0005050000000000001,9549,,,,,,,,,,,,,,,,,,,,
125,,9549,,,,,,,,,,,0.4285474717617035,,,,,,,,,
125,,9575,,,,,,,,,,,,0.18625827133655548,0.5869205594062805,0.7011589407920837,0.46357616782188416,0.0904274582862854,0.1012425571680069,0.18114522099494934,0.19710072875022888,0.16119521856307983
125,,9575,,,,,,,,,,0.449602335691452,,,,,,,,,,
,0.0004739186928329894,9599,,,,,,,,,,,,,,,,,,,,
126,,9599,,,,,,,,,,,0.48914408683776855,,,,,,,,,
,0.0004739186928329894,9649,,,,,,,,,,,,,,,,,,,,
126,,9649,,,,,,,,,,,0.4230753183364868,,,,,,,,,
126,,9651,,,,,,,,,,0.44938501715660095,,,,,,,,,,
,0.0004429600493856691,9699,,,,,,,,,,,,,,,,,,,,
127,,9699,,,,,,,,,,,0.46065691113471985,,,,,,,,,
127,,9727,,,,,,,,,,,,0.19122517108917236,0.5869205594062805,0.6945364475250244,0.4552980065345764,0.09165145456790924,0.10339666157960892,0.18234069645404816,0.19743026793003082,0.16101478040218353
127,,9727,,,,,,,,,,0.4482007920742035,,,,,,,,,,
,0.0004122462492800658,9749,,,,,,,,,,,,,,,,,,,,
128,,9749,,,,,,,,,,,0.4486701190471649,,,,,,,,,
,0.0004122462492800658,9799,,,,,,,,,,,,,,,,,,,,
128,,9799,,,,,,,,,,,0.43083176016807556,,,,,,,,,
128,,9803,,,,,,,,,,0.4480535387992859,,,,,,,,,,
,0.00038189850585339653,9849,,,,,,,,,,,,,,,,,,,,
129,,9849,,,,,,,,,,,0.44858479499816895,,,,,,,,,
129,,9879,,,,,,,,,,,,0.18625827133655548,0.5860927104949951,0.692052960395813,0.46192052960395813,0.08839014172554016,0.09935405105352402,0.1796179711818695,0.19447289407253265,0.15953300893306732
129,,9879,,,,,,,,,,0.44772446155548096,,,,,,,,,,
,0.0003520365877844009,9899,,,,,,,,,,,,,,,,,,,,
130,,9899,,,,,,,,,,,0.4535748362541199,,,,,,,,,
,0.0003520365877844009,9949,,,,,,,,,,,,,,,,,,,,
130,,9949,,,,,,,,,,,0.41241124272346497,,,,,,,,,
130,,9955,,,,,,,,,,0.44624635577201843,,,,,,,,,,
,0.00032277834642108455,9999,,,,,,,,,,,,,,,,,,,,
131,,9999,,,,,,,,,,,0.4107717275619507,,,,,,,,,
131,,10031,,,,,,,,,,,,0.19122517108917236,0.5918874144554138,0.692052960395813,0.4602648913860321,0.09010541439056396,0.10232739895582199,0.18193860352039337,0.19597840309143066,0.16070961952209473
131,,10031,,,,,,,,,,0.44648560881614685,,,,,,,,,,
,0.0002942392506752885,10049,,,,,,,,,,,,,,,,,,,,
132,,10049,,,,,,,,,,,0.4244025647640228,,,,,,,,,
,0.0002942392506752885,10099,,,,,,,,,,,,,,,,,,,,
132,,10099,,,,,,,,,,,0.43829989433288574,,,,,,,,,
132,,10107,,,,,,,,,,0.44614389538764954,,,,,,,,,,
,0.00026653193131965055,10149,,,,,,,,,,,,,,,,,,,,
133,,10149,,,,,,,,,,,0.45317158102989197,,,,,,,,,
133,,10183,,,,,,,,,,,,0.18377482891082764,0.5869205594062805,0.6978476643562317,0.4594370722770691,0.0860452875494957,0.09704163670539856,0.1780284345149994,0.19356870651245117,0.1573552042245865
133,,10183,,,,,,,,,,0.4448176920413971,,,,,,,,,,
,0.00023976573648539642,10199,,,,,,,,,,,,,,,,,,,,
134,,10199,,,,,,,,,,,0.4772619307041168,,,,,,,,,
,0.00023976573648539642,10249,,,,,,,,,,,,,,,,,,,,
134,,10249,,,,,,,,,,,0.46325311064720154,,,,,,,,,
134,,10259,,,,,,,,,,0.4437004327774048,,,,,,,,,,
,0.0002140463001152257,10299,,,,,,,,,,,,,,,,,,,,
135,,10299,,,,,,,,,,,0.4456132650375366,,,,,,,,,
135,,10335,,,,,,,,,,,,0.19205297529697418,0.5885761380195618,0.6945364475250244,0.45612582564353943,0.0874091237783432,0.10037297755479813,0.17932169139385223,0.19417314231395721,0.15786482393741608
135,,10335,,,,,,,,,,0.4434525966644287,,,,,,,,,,
,0.000189475125074398,10349,,,,,,,,,,,,,,,,,,,,
136,,10349,,,,,,,,,,,0.4170513153076172,,,,,,,,,
,0.000189475125074398,10399,,,,,,,,,,,,,,,,,,,,
136,,10399,,,,,,,,,,,0.4349709153175354,,,,,,,,,
136,,10411,,,,,,,,,,0.44250139594078064,,,,,,,,,,
,0.00016614918256529872,10449,,,,,,,,,,,,,,,,,,,,
137,,10449,,,,,,,,,,,0.4299248456954956,,,,,,,,,
137,,10487,,,,,,,,,,,,0.18956953287124634,0.5902317762374878,0.6978476643562317,0.46274834871292114,0.08677691221237183,0.09916158765554428,0.17913483083248138,0.1941877007484436,0.15854068100452423
137,,10487,,,,,,,,,,0.4424557089805603,,,,,,,,,,
,0.00014416052942640105,10499,,,,,,,,,,,,,,,,,,,,
138,,10499,,,,,,,,,,,0.44867998361587524,,,,,,,,,
,0.00014416052942640105,10549,,,,,,,,,,,,,,,,,,,,
138,,10549,,,,,,,,,,,0.44786471128463745,,,,,,,,,
138,,10563,,,,,,,,,,0.4420703053474426,,,,,,,,,,
,0.0001235959448259842,10599,,,,,,,,,,,,,,,,,,,,
139,,10599,,,,,,,,,,,0.44887229800224304,,,,,,,,,
139,,10639,,,,,,,,,,,,0.19205297529697418,0.5869205594062805,0.6970198750495911,0.46192052960395813,0.08929286152124405,0.10175719112157822,0.1805974245071411,0.1960276961326599,0.16035030782222748
139,,10639,,,,,,,,,,0.4416307508945465,,,,,,,,,,
,0.00010453658778440103,10649,,,,,,,,,,,,,,,,,,,,
140,,10649,,,,,,,,,,,0.42579561471939087,,,,,,,,,
,0.00010453658778440103,10699,,,,,,,,,,,,,,,,,,,,
140,,10699,,,,,,,,,,,0.39793556928634644,,,,,,,,,
140,,10715,,,,,,,,,,0.4415382146835327,,,,,,,,,,
,8.705767687650263e-05,10749,,,,,,,,,,,,,,,,,,,,
141,,10749,,,,,,,,,,,0.43440982699394226,,,,,,,,,
141,,10791,,,,,,,,,,,,0.1937086135149002,0.5910596251487732,0.693708598613739,0.46274834871292114,0.0878693014383316,0.10110148042440414,0.18012821674346924,0.19450822472572327,0.15938764810562134
141,,10791,,,,,,,,,,0.44130298495292664,,,,,,,,,,
,7.12281933782873e-05,10799,,,,,,,,,,,,,,,,,,,,
142,,10799,,,,,,,,,,,0.45061251521110535,,,,,,,,,
,7.12281933782873e-05,10849,,,,,,,,,,,,,,,,,,,,
142,,10849,,,,,,,,,,,0.45546960830688477,,,,,,,,,
142,,10867,,,,,,,,,,0.4403294324874878,,,,,,,,,,
,5.711060902932021e-05,10899,,,,,,,,,,,,,,,,,,,,
143,,10899,,,,,,,,,,,0.43207886815071106,,,,,,,,,
143,,10943,,,,,,,,,,,,0.19536423683166504,0.5877483487129211,0.6928808093070984,0.4610927104949951,0.08826321363449097,0.10186346620321274,0.1799793690443039,0.19475023448467255,0.1594221293926239
143,,10943,,,,,,,,,,0.4399990141391754,,,,,,,,,,
,4.4760639485315496e-05,10949,,,,,,,,,,,,,,,,,,,,
144,,10949,,,,,,,,,,,0.4215996265411377,,,,,,,,,
,4.4760639485315496e-05,10999,,,,,,,,,,,,,,,,,,,,
144,,10999,,,,,,,,,,,0.451901376247406,,,,,,,,,
144,,11019,,,,,,,,,,0.4401548206806183,,,,,,,,,,
,3.422702443389903e-05,11049,,,,,,,,,,,,,,,,,,,,
145,,11049,,,,,,,,,,,0.4194316565990448,,,,,,,,,
